price,address,beds,baths,parking,type,sold_date
"$2,250,000","60 Gwawley Parade, 
MIRANDA NSW 2228",4,2,2,House,13-Oct-23
"$1,130,000","16 Meehan Avenue, 
HAMMONDVILLE NSW 2170",5,3,4,House,12-Oct-23
"$2,833,000","15 Parkview Street, 
MIRANDA NSW 2228",4,3,2,House,12-Oct-23
"$1,485,000","62 Garnet Road, 
MIRANDA NSW 2228",3,2,2,House,12-Oct-23
"$1,200,000","2/289 The Boulevarde, 
MIRANDA NSW 2228",3,2,2,Townhouse,11-Oct-23
"$1,115,000","12/276 Port Hacking Road, 
MIRANDA NSW 2228",3,2,1,Townhouse,11-Oct-23
"$1,570,000","279 President Avenue, 
MIRANDA NSW 2228",4,2,4,House,11-Oct-23
"$965,000","17/265-269 Port Hacking Road, 
MIRANDA NSW 2228",2,2,1,Townhouse,11-Oct-23
"$760,000","40 Park Street, 
SCONE NSW 2337",4,2,2,House,11-Oct-23
"$736,590","4/25-27 Kiora Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,10-Oct-23
"$802,500","BA101/18 University Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,10-Oct-23
"$1,548,000","5 Fletcher Avenue, 
MIRANDA NSW 2228",2,1,1,House,7-Oct-23
"$460,000","2/46B Hill Street, 
SCONE NSW 2337",3,2,1,Duplex,6-Oct-23
"$1,040,000","13 Redbank Drive, 
SCONE NSW 2337",4,2,4,House,6-Oct-23
"$1,100,000","9/12-18 Kumbardang Avenue, 
MIRANDA NSW 2228",3,2,1,Townhouse,5-Oct-23
"$930,000","550 Middlebrook Road, 
SCONE NSW 2337",NA,NA,NA,Rural,30-Sep-23
"$1,400,000","801/581-587 Kingsway, 
MIRANDA NSW 2228",3,2,3,Apartment / Unit / Flat,29-Sep-23
"$2,250,000","17 Queanbeyan Avenue, 
MIRANDA NSW 2228",5,3,2,House,29-Sep-23
"$1,750,000","25 Gwawley Parade, 
MIRANDA NSW 2228",4,2,2,House,29-Sep-23
"$651,000","5D/5-29 Wandella Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,29-Sep-23
"$2,615,000","92 Matson Crescent, 
MIRANDA NSW 2228",5,4,1,House,28-Sep-23
"$1,791,000","105 Forest Road, 
MIRANDA NSW 2228",3,2,2,House,27-Sep-23
"$480,000","53 Guernsey Street, 
SCONE NSW 2337",4,2,2,House,27-Sep-23
"$630,000","G01/510 Kingsway, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,26-Sep-23
"$810,000","B201/16 Pinnacle Street, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,25-Sep-23
"$1,308,500","32 Keato Avenue, 
HAMMONDVILLE NSW 2170",4,2,2,House,23-Sep-23
"$1,689,000","15 Doris Avenue, 
MIRANDA NSW 2228",3,2,1,House,23-Sep-23
"$630,000","50 Guernsey Street, 
SCONE NSW 2337",3,1,1,House,22-Sep-23
"$688,000","7/7-15 Jackson Avenue, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,21-Sep-23
"$295,000","9/33 Eveleigh Court, 
SCONE NSW 2337",2,2,2,Block of units,21-Sep-23
"$470,000","43 Barton Street, 
SCONE NSW 2337",4,1,4,House,18-Sep-23
"$400,000","30 Hill Street, 
SCONE NSW 2337",4,1,1,House,18-Sep-23
"$625,000","75 Kingdon Street, 
SCONE NSW 2337",3,1,NA,House,16-Sep-23
"$1,780,000","21 Karimbla Road, 
MIRANDA NSW 2228",4,1,4,House,13-Sep-23
"$205,000","14 Widden Close, 
SCONE NSW 2337",NA,NA,NA,Vacant land,13-Sep-23
"$2,200,000","7 Meadow Place, 
MIRANDA NSW 2228",4,3,4,House,12-Sep-23
"$410,000","34 Scott Street, 
SCONE NSW 2337",2,1,1,House,12-Sep-23
"$655,000","25 Alabama Street, 
SCONE NSW 2337",4,2,2,House,12-Sep-23
"$1,600,000","4 Bakewell Circuit, 
SCONE NSW 2337",NA,NA,NA,Rural,11-Sep-23
"$1,900,000","83 Forest Road, 
MIRANDA NSW 2228",3,2,2,House,9-Sep-23
"$1,350,000","266 President Avenue, 
MIRANDA NSW 2228",3,2,2,House,9-Sep-23
"$760,000","24/507-511 Kingsway, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,8-Sep-23
"$600,000","23 Davies Street, 
SCONE NSW 2337",3,1,2,House,8-Sep-23
"$648,000","4/11-15 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,5-Sep-23
"$735,000","21/23-29 Willock Avenue, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,1-Sep-23
"$830,000","BB 107/18 University Road, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,1-Sep-23
"$1,640,000","40a View Street, 
MIRANDA NSW 2228",4,2,2,Semi-detached,31-Aug-23
"$1,460,000","45 Goodacre Avenue, 
MIRANDA NSW 2228",3,1,1,House,31-Aug-23
"$466,000","32 Parker Street, 
SCONE NSW 2337",2,2,NA,House,31-Aug-23
"$1,525,000","256 President Avenue, 
MIRANDA NSW 2228",3,1,3,House,29-Aug-23
"$970,000","58 Gray Street, 
SCONE NSW 2337",4,2,7,House,28-Aug-23
"$240,000","506 Cockatoo Close, 
SCONE NSW 2337",NA,NA,NA,Vacant land,28-Aug-23
"$770,000","75/8-12 Wandella Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,25-Aug-23
"$1,950,000","37a Kareena Road, 
MIRANDA NSW 2228",4,3,1,Semi-detached,25-Aug-23
"$687,000","5/99-111 Karimbla Road, 
MIRANDA NSW 2228",3,1,2,Apartment / Unit / Flat,25-Aug-23
"$1,535,000","6 Barkduk Avenue, 
MIRANDA NSW 2228",4,2,2,House,25-Aug-23
"$1,800,000","9 Woonah Street, 
MIRANDA NSW 2228",3,1,1,House,25-Aug-23
"$490,000","51 Kingdon Street, 
SCONE NSW 2337",3,2,1,House,24-Aug-23
"$1,235,000","12/12-18 Kumbardang Avenue, 
MIRANDA NSW 2228",3,2,2,Townhouse,23-Aug-23
"$1,860,000","292 The Boulevarde, 
MIRANDA NSW 2228",5,3,2,Semi-detached,23-Aug-23
"$1,600,000","4 Bakewell Circuit, 
SCONE NSW 2337",4,2,7,House,22-Aug-23
"$1,210,000","182B The Boulevarde, 
MIRANDA NSW 2228",3,2,2,Semi-detached,21-Aug-23
"$410,000","10 Belmore St, 
SCONE NSW 2337",3,1,2,House,21-Aug-23
"$412,000","129 Susan Street, 
SCONE NSW 2337",3,2,1,House,21-Aug-23
"$870,500","204/21 Urunga Parade, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,19-Aug-23
"$975,000","53 Meehan Avenue, 
HAMMONDVILLE NSW 2170",3,1,2,House,18-Aug-23
"$1,545,000","31B Gwawley Parade, 
MIRANDA NSW 2228",4,3,2,Semi-detached,18-Aug-23
"$920,000","3 Sledmere Close, 
SCONE NSW 2337",6,3,4,House,18-Aug-23
"$830,000","13/118-128 Karimbla Road, 
MIRANDA NSW 2228",2,1,2,Apartment / Unit / Flat,17-Aug-23
"$795,000","10/25-27 Kiora Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,15-Aug-23
"$250,000","150 Moobi Rd, 
SCONE NSW 2337",NA,NA,NA,Vacant land,15-Aug-23
"$600,000","77 Kingdon Street, 
SCONE NSW 2337",3,1,NA,House,14-Aug-23
"$1,620,000","2 Jonathan Place, 
MIRANDA NSW 2228",4,3,3,House,11-Aug-23
"$700,000","3/11 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,10-Aug-23
"$1,700,000","16B Gwawley Parade, 
MIRANDA NSW 2228",4,3,2,House,10-Aug-23
"$1,550,000","1b Stevens Avenue, 
MIRANDA NSW 2228",5,2,1,House,8-Aug-23
"$1,700,000","1 Huntingdale Avenue, 
MIRANDA NSW 2228",3,2,1,House,8-Aug-23
"$2,150,000","28 Animbo Street, 
MIRANDA NSW 2228",5,3,1,House,8-Aug-23
"$1,158,000","15 Morley Avenue, 
HAMMONDVILLE NSW 2170",4,2,2,House,7-Aug-23
"$460,000","1/46B Hill Street, 
SCONE NSW 2337",3,2,1,Apartment / Unit / Flat,7-Aug-23
"$665,000","29D/5-29 Wandella Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,4-Aug-23
"$1,200,000","75 Allan Cunningham Road, 
SCONE NSW 2337",NA,NA,NA,Rural,4-Aug-23
"$840,000","3 REDBANK DRIVE, 
SCONE NSW 2337",4,2,8,House,3-Aug-23
"$236,000","502 Cockatoo Close, 
SCONE NSW 2337",NA,NA,NA,Vacant land,3-Aug-23
"$1,835,000","5 Cross Street, 
MIRANDA NSW 2228",4,3,3,House,2-Aug-23
"$962,000","4/313 Port Hacking Road, 
MIRANDA NSW 2228",2,1,1,Villa,1-Aug-23
"$865,000","501/6 Urunga Parade, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,29-Jul-23
"$935,000","1/13 Urunga Parade, 
MIRANDA NSW 2228",3,2,1,Apartment / Unit / Flat,29-Jul-23
"$415,000","58 Hill Street, 
SCONE NSW 2337",2,2,1,House,29-Jul-23
"$270,000","Unit 2/34 Eveleigh Ct, 
SCONE NSW 2337",2,1,1,Apartment / Unit / Flat,27-Jul-23
"$570,000","6A/5 - 29 Wandella Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,25-Jul-23
"$682,000","G06/6 Urunga Parade, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,25-Jul-23
"$930,000","242 Nuwarra Road, 
HAMMONDVILLE NSW 2170",3,1,2,House,21-Jul-23
"$885,000","12/118 Karimbla Road, 
MIRANDA NSW 2228",2,1,2,Apartment / Unit / Flat,21-Jul-23
"$960,000","402/5 Gurrier Avenue, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,21-Jul-23
"$840,000","G05/2 Higherdale Avenue, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,20-Jul-23
"$645,000","23 Widden Close, 
SCONE NSW 2337",3,2,2,House,20-Jul-23
"$802,000","10/12-14 Clubb Crescent, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,19-Jul-23
"$995,000","8 Tarplee Avenue, 
HAMMONDVILLE NSW 2170",4,2,2,House,18-Jul-23
"$1,026,000","6 Pritchard Avenue, 
HAMMONDVILLE NSW 2170",3,1,5,House,17-Jul-23
"$734,000","24/6 Central Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,17-Jul-23
"$825,000","1 Stanstead Close, 
SCONE NSW 2337",4,2,5,House,13-Jul-23
"$306,000","28 Guernsey Street, 
SCONE NSW 2337",3,1,1,House,12-Jul-23
"$415,000","15 Mulga Street, 
SCONE NSW 2337",3,1,2,House,11-Jul-23
"$645,000","74 Barton Street, 
SCONE NSW 2337",4,2,2,House,11-Jul-23
"$411,000","23 Scott Street, 
SCONE NSW 2337",3,1,1,House,11-Jul-23
"$551,000","43A Meehan Avenue, 
HAMMONDVILLE NSW 2170",NA,NA,NA,Vacant land,7-Jul-23
"$337,000","30 Sydney Street, 
SCONE NSW 2337",2,1,2,Apartment / Unit / Flat,7-Jul-23
"$910,000","1173 Glenbawn Road, 
SCONE NSW 2337",5,3,8,House,7-Jul-23
"$1,605,000","221 President Avenue, 
MIRANDA NSW 2228",4,3,2,House,6-Jul-23
"$765,000","UNIT 7/113-125 KARIMBLA ROAD, 
MIRANDA NSW 2228",3,1,2,Apartment / Unit / Flat,3-Jul-23
"$1,913,000","30B Goodacre Avenue, 
MIRANDA NSW 2228",4,3,NA,House,3-Jul-23
"$600,000","95 Kingdon Street, 
SCONE NSW 2337",4,1,5,House,1-Jul-23
"$655,000","150 Liverpool Street, 
SCONE NSW 2337",3,1,1,House,1-Jul-23
"$1,340,000","7 Jewell Close, 
HAMMONDVILLE NSW 2170",4,3,2,House,30-Jun-23
"$730,000","A702/1 Urunga Parade, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,30-Jun-23
"$315,000","21 Coolibah Street, 
SCONE NSW 2337",2,1,2,House,30-Jun-23
"$360,000","3 Renshaw Close, 
SCONE NSW 2337",3,1,2,House,28-Jun-23
"$1,490,000","273 PORT HACKING ROAD, 
MIRANDA NSW 2228",3,1,2,House,27-Jun-23
"$740,000","44 Towarri Street, 
SCONE NSW 2337",5,2,2,House,23-Jun-23
"$260,000","2A Somerset Place, 
SCONE NSW 2337",NA,NA,NA,Vacant land,22-Jun-23
"$1,670,000","14 Cartledge Avenue, 
MIRANDA NSW 2228",3,1,2,House,16-Jun-23
"$670,000","19/507-511 Kingsway, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,16-Jun-23
"$2,250,000","3 Montgomery Street, 
MIRANDA NSW 2228",4,4,5,House,15-Jun-23
"$325,000","76 Guernsey Street, 
SCONE NSW 2337",3,1,1,House,9-Jun-23
"$1,750,000","17A Ventura Avenue, 
MIRANDA NSW 2228",5,3,2,Semi-detached,6-Jun-23
"$750,000","33/7-15 Jackson Avenue, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,6-Jun-23
"$220,000","56 Bhima Drive, 
SCONE NSW 2337",NA,NA,NA,Vacant land,6-Jun-23
"$880,000","405/510 Kingsway, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,2-Jun-23
"$1,800,000","52B View Street, 
MIRANDA NSW 2228",4,3,2,Semi-detached,31-May-23
"$640,000","10 Nyarra Street, 
SCONE NSW 2337",3,2,2,House,31-May-23
"$470,000","60 Liverpool Street, 
SCONE NSW 2337",4,1,2,House,25-May-23
"$1,568,000","194 Parraweena Road, 
MIRANDA NSW 2228",4,2,2,House,24-May-23
"$175,000","5 Widden Close, 
SCONE NSW 2337",NA,NA,NA,Vacant land,24-May-23
"$650,000","125 Waverley Street, 
SCONE NSW 2337",3,2,2,House,23-May-23
"$605,000","60 Satur Road, 
SCONE NSW 2337",4,1,1,House,19-May-23
"$930,000","18/265-269 Port Hacking Road, 
MIRANDA NSW 2228",2,1,1,Villa,17-May-23
"$860,000","39 Redbank Drive, 
SCONE NSW 2337",5,3,6,House,17-May-23
"$780,000","1 Shaw Street, 
SCONE NSW 2337",3,2,2,House,16-May-23
"$880,000","1-7 St. Aubins Street, 
SCONE NSW 2337",NA,NA,NA,Rural,15-May-23
"$675,000","9 Gould Street, 
SCONE NSW 2337",4,2,1,House,12-May-23
"$710,000","60 Bhima Dr, 
SCONE NSW 2337",4,2,2,House,12-May-23
"$460,000","15 Parker Street, 
SCONE NSW 2337",3,1,3,House,9-May-23
"$460,000","1a Honeysuckle Crest, 
SCONE NSW 2337",4,1,1,House,9-May-23
"$600,000","""Orange Grove"" 2236 Upper Dartbrook Road Kars Springs (via), 
SCONE NSW 2337",NA,NA,NA,Acreage / Semi-rural,9-May-23
"$359,000","126 Tullong Road, 
SCONE NSW 2337",NA,NA,NA,Vacant land,8-May-23
"$649,999","36/99-111 Karimbla Road, 
MIRANDA NSW 2228",3,1,1,Apartment / Unit / Flat,5-May-23
"$540,000","7F/5-29 Wandella Road, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,5-May-23
"$900,000","20E/216 Box Road, 
MIRANDA NSW 2228",2,1,1,Villa,5-May-23
"$1,350,000","2/54 Forest Road, 
MIRANDA NSW 2228",3,2,1,Villa,5-May-23
"$660,000","35 Bhima Drive, 
SCONE NSW 2337",4,2,2,House,3-May-23
"$830,000","5 Dodd Street, 
SCONE NSW 2337",5,2,2,House,2-May-23
"$560,000","4 Joan Street, 
SCONE NSW 2337",3,2,2,Apartment / Unit / Flat,1-May-23
"$900,000","401/22 Pinnacle Street, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,28-Apr-23
"$1,750,000","15B Ventura Place, 
MIRANDA NSW 2228",5,3,1,House,28-Apr-23
"$600,000","7 Honeysuckle Crescent, 
SCONE NSW 2337",4,3,2,House,28-Apr-23
"$350,000","14A Askin Place, 
SCONE NSW 2337",2,1,1,Apartment / Unit / Flat,26-Apr-23
"$687,500","6 Macartney Place, 
SCONE NSW 2337",4,2,6,House,24-Apr-23
"$605,000","40 Scott Street, 
SCONE NSW 2337",4,1,5,House,21-Apr-23
"$730,000","40/99-111 Karimbla Road, 
MIRANDA NSW 2228",3,1,1,Apartment / Unit / Flat,20-Apr-23
"$670,000","31 Towarri Street, 
SCONE NSW 2337",4,2,2,House,20-Apr-23
"$600,000","16 Nyarra Street, 
SCONE NSW 2337",4,2,2,House,19-Apr-23
"$232,000","503 Cockatoo Close, 
SCONE NSW 2337",NA,NA,NA,Vacant land,19-Apr-23
"$780,000","2/17 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,17-Apr-23
"$290,000","20/27-33 Eveleigh Court, 
SCONE NSW 2337",2,2,1,Apartment / Unit / Flat,17-Apr-23
"$370,000","45 Barton St, 
SCONE NSW 2337",6,2,2,House,14-Apr-23
"$820,000","1 Whitfield Parade, 
HAMMONDVILLE NSW 2170",3,2,1,Semi-detached,11-Apr-23
"$440,000","71B Satur Road, 
SCONE NSW 2337",3,1,4,House,11-Apr-23
"$570,000","16 Eveleigh Court, 
SCONE NSW 2337",4,1,4,House,6-Apr-23
"$1,150,000","14 Kookaburra Avenue, 
SCONE NSW 2337",5,3,8,House,6-Apr-23
"$1,620,000","150B Kiora Road, 
MIRANDA NSW 2228",4,3,2,House,5-Apr-23
"$604,200","204/1 Pinnacle Street, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,5-Apr-23
"$800,000","15 Kookaburra Avenue, 
SCONE NSW 2337",3,2,1,House,4-Apr-23
"$1,550,000","16 Karimbla Road, 
MIRANDA NSW 2228",3,2,1,House,31-Mar-23
"$680,000","11 Kookaburra Avenue, 
SCONE NSW 2337",4,2,4,House,30-Mar-23
"$705,000","15/22-26 Urunga Parade, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,29-Mar-23
"$825,000","409/1 Higherdale Avenue, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,24-Mar-23
"$1,675,000","17B Ventura Avenue, 
MIRANDA NSW 2228",5,3,1,Semi-detached,24-Mar-23
"$630,000","29-35 Aberdeen Street, 
SCONE NSW 2337",NA,NA,NA,Rural,24-Mar-23
"$700,000","2 Kareen Place, 
SCONE NSW 2337",5,2,2,House,23-Mar-23
"$350,000","108 Allan Cunningham Road, 
SCONE NSW 2337",NA,NA,NA,Vacant land,23-Mar-23
"$840,000","11 Somerset Place, 
SCONE NSW 2337",4,2,2,House,22-Mar-23
"$640,000","401/59 Miranda Road, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,21-Mar-23
"$900,000","49 Stewart Avenue, 
HAMMONDVILLE NSW 2170",3,1,1,House,18-Mar-23
"$250,000","3 Kelly Street, 
SCONE NSW 2337",3,1,1,House,18-Mar-23
"$1,160,000","2/54 Karimbla Road, 
MIRANDA NSW 2228",3,2,1,Villa,15-Mar-23
"$1,850,000","1/20 Edward Avenue, 
MIRANDA NSW 2228",5,3,1,Semi-detached,13-Mar-23
"$1,408,500","7 Graham Avenue, 
MIRANDA NSW 2228",3,1,2,House,11-Mar-23
"$670,000","28/108 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,10-Mar-23
"$670,000",MIRANDA NSW 2228,1,1,1,Apartment / Unit / Flat,10-Mar-23
"$760,000","7/2-4 Central Road, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,9-Mar-23
"$900,000","20 Sydney Street, 
SCONE NSW 2337",4,2,2,House,9-Mar-23
"$905,000","13 Fitzgerald Avenue, 
HAMMONDVILLE NSW 2170",3,1,3,House,8-Mar-23
"$500,000","19 Oxford Road, 
SCONE NSW 2337",4,2,2,House,8-Mar-23
"$625,000","G03/510 Kingsway, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,7-Mar-23
"$835,000","7 Whitfield Parade, 
HAMMONDVILLE NSW 2170",3,2,1,Semi-detached,3-Mar-23
"$80,000","100 New England Highway, 
SCONE NSW 2337",NA,NA,NA,Vacant land,3-Mar-23
"$970,000","1/258-262 Port Hacking Road, 
MIRANDA NSW 2228",3,2,1,Townhouse,2-Mar-23
"$520,000","19/8-12 Wandella Road, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,28-Feb-23
"$545,000","70A Waverley Street, 
SCONE NSW 2337",4,2,3,House,28-Feb-23
"$740,000","13 Main Street, 
SCONE NSW 2337",4,2,4,House,28-Feb-23
"$1,485,000","5 Biargar Avenue, 
MIRANDA NSW 2228",4,2,2,House,27-Feb-23
"$160,000","17e Kelly Street, 
SCONE NSW 2337",NA,NA,NA,Vacant land,24-Feb-23
"$350,000","27 Stafford St, 
SCONE NSW 2337",3,1,1,House,23-Feb-23
"$185,000","3/200 Susan Street, 
SCONE NSW 2337",NA,NA,NA,Vacant land,21-Feb-23
"$700,000","1A/63 Bellingara Road, 
MIRANDA NSW 2228",2,1,1,Villa,17-Feb-23
"$495,000","31 Barton Street, 
SCONE NSW 2337",3,1,1,House,17-Feb-23
"$600,000","35 Davies Street, 
SCONE NSW 2337",3,1,2,House,15-Feb-23
"$550,000","44 Waverley St, 
SCONE NSW 2337",3,1,1,House,15-Feb-23
"$420,000","D202/42 Pinnacle Street, 
MIRANDA NSW 2228",NA,1,1,Apartment / Unit / Flat,14-Feb-23
"$661,000","69 Waverley Street, 
SCONE NSW 2337",3,1,2,House,10-Feb-23
"$1,160,000","2/74 Miranda Road, 
MIRANDA NSW 2228",3,2,2,Townhouse,8-Feb-23
"$671,000","37/99-111 Karimbla Road, 
MIRANDA NSW 2228",3,1,2,Apartment / Unit / Flat,8-Feb-23
"$695,000","30 Mount Street, 
SCONE NSW 2337",6,2,2,Semi-detached,8-Feb-23
"$1,000,000","100 Meehan Avenue, 
HAMMONDVILLE NSW 2170",3,1,4,House,6-Feb-23
"$425,000","21 Scott Street, 
SCONE NSW 2337",3,1,4,House,6-Feb-23
"$1,290,000","35 Edward Avenue, 
MIRANDA NSW 2228",3,1,1,House,4-Feb-23
"$393,000","85 St Aubins St, 
SCONE NSW 2337",3,1,1,House,2-Feb-23
"$1,950,000","17A Woonah Street, 
MIRANDA NSW 2228",5,3,1,Semi-detached,1-Feb-23
"$660,000","23 Alabama Street, 
SCONE NSW 2337",4,2,2,House,31-Jan-23
"$320,000","4/92 Park Street, 
SCONE NSW 2337",3,2,1,Apartment / Unit / Flat,30-Jan-23
"$850,000","312/1 Higherdale Avenue, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,20-Jan-23
"$530,000","19 Eveleigh Court, 
SCONE NSW 2337",3,2,4,House,20-Jan-23
"$240,000","38 Ibis Place, 
SCONE NSW 2337",NA,NA,NA,Vacant land,20-Jan-23
"$450,000","87 St Aubins Street, 
SCONE NSW 2337",3,2,2,House,19-Jan-23
"$367,000","73 St Aubins Street, 
SCONE NSW 2337",2,1,1,House,18-Jan-23
"$945,000","42 Moobi Road, 
SCONE NSW 2337",4,2,5,House,16-Jan-23
"$1,405,000","6 Cantello Avenue, 
HAMMONDVILLE NSW 2170",4,2,2,House,13-Jan-23
"$180,000","6/200 Susan Street, 
SCONE NSW 2337",NA,NA,NA,Vacant land,13-Jan-23
"$522,000","180 Liverpool Street, 
SCONE NSW 2337",3,1,2,House,13-Jan-23
"$480,000","12 Askin Close, 
SCONE NSW 2337",3,1,2,House,8-Jan-23
"$712,000","58/8-12 Wandella Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,23-Dec-22
"$1,375,000","2031 Middlebrook Road, 
SCONE NSW 2337",NA,NA,NA,Rural,23-Dec-22
"$375,000","95 Aberdeen Street, 
SCONE NSW 2337",4,2,1,House,22-Dec-22
"$1,250,000","92 Walder Road, 
HAMMONDVILLE NSW 2170",3,1,1,House,21-Dec-22
"$649,500","57/113 Karimbla Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,21-Dec-22
"$465,000","122 Susan Street, 
SCONE NSW 2337",3,2,1,House,21-Dec-22
