price,address,beds,baths,parking,type,sold_date
"$790,000","2/34-38 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,29-May-24
"$925,000","148 Tullong Rd, 
SCONE NSW 2337",4,2,1,House,27-May-24
"$952,500","6/258 Port Hacking Road, 
MIRANDA NSW 2228",2,1,1,Villa,23-May-24
"$810,000","211/6 Urunga Parade, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,23-May-24
"$690,000","103/680 Kingsway, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,23-May-24
"$475,000","32 Short Street, 
SCONE NSW 2337",3,1,1,House,23-May-24
"$2,099,995","7B Cartledge Avenue, 
MIRANDA NSW 2228",4,3,2,Semi-detached,21-May-24
"$1,365,000","167 Karimbla Road, 
MIRANDA NSW 2228",3,1,1,House,21-May-24
"$855,000","6 Kilgallin Close, 
SCONE NSW 2337",4,2,2,House,21-May-24
"$670,000","1 Seaward Ave, 
SCONE NSW 2337",4,1,4,House,21-May-24
"$750,000","10/144 Heathcote Road, 
HAMMONDVILLE NSW 2170",3,1,1,Townhouse,20-May-24
"$530,000","G05/18 Pinnacle Street, 
MIRANDA NSW 2228",1,1,NA,Apartment / Unit / Flat,20-May-24
"$1,461,000","60 Garnet Road, 
MIRANDA NSW 2228",4,2,1,House,20-May-24
"$395,000","1/77 Scott Street, 
SCONE NSW 2337",2,1,1,Apartment / Unit / Flat,20-May-24
"$860,000","94 Susan Street, 
SCONE NSW 2337",5,2,2,House,20-May-24
"$1,600,000","3 Manor Hill Road, 
MIRANDA NSW 2228",3,2,1,House,18-May-24
"$1,780,000","24 Wingello Road, 
MIRANDA NSW 2228",5,2,2,House,17-May-24
"$420,000","44 Eveleigh Ct, 
SCONE NSW 2337",3,1,2,House,16-May-24
"$630,000","34 Seaward Avenue, 
SCONE NSW 2337",3,2,2,House,15-May-24
"$790,000","38/113-125 Karimbla Road, 
MIRANDA NSW 2228",3,1,2,Apartment / Unit / Flat,14-May-24
"$555,000","22 Towarri Street, 
SCONE NSW 2337",3,2,1,House,13-May-24
"$1,380,000","7/1 Kareena Road, 
MIRANDA NSW 2228",3,2,2,Townhouse,11-May-24
"$720,000","27/16-20 Urunga Parade, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,10-May-24
"$1,905,000","151 Corea Street, 
MIRANDA NSW 2228",4,3,2,House,10-May-24
"$870,000","12 Widden Close, 
SCONE NSW 2337",4,2,2,House,10-May-24
"$613,000","91A Susan Street, 
SCONE NSW 2337",3,2,2,House,9-May-24
"$490,000","35 Oxford Road, 
SCONE NSW 2337",3,1,2,House,9-May-24
"$1,190,000","33 Morley Avenue, 
HAMMONDVILLE NSW 2170",4,2,2,House,8-May-24
"$1,261,000","99 Stewart Avenue, 
HAMMONDVILLE NSW 2170",5,2,2,House,8-May-24
"$1,850,000","21 Ingara Avenue, 
MIRANDA NSW 2228",4,1,1,House,8-May-24
"$1,985,000","5 Matson Crescent, 
MIRANDA NSW 2228",4,3,2,House,8-May-24
"$722,338","54/99-111 Karimbla Road, 
MIRANDA NSW 2228",3,1,1,Apartment / Unit / Flat,8-May-24
"$1,880,000","13 Nyngan Place, 
MIRANDA NSW 2228",4,2,2,House,7-May-24
"$360,000","4/50 Hill Street, 
SCONE NSW 2337",3,1,2,Apartment / Unit / Flat,6-May-24
"$412,500","55A Satur Road, 
SCONE NSW 2337",2,1,2,House,6-May-24
"$1,850,000","1 Queanbeyan Avenue, 
MIRANDA NSW 2228",4,2,3,House,4-May-24
"$1,836,000","31 Goodacre Avenue, 
MIRANDA NSW 2228",4,1,3,House,4-May-24
"$1,100,000","1 Sligar Avenue, 
HAMMONDVILLE NSW 2170",3,1,2,House,3-May-24
"$780,000","16/51-55 Miranda Road, 
MIRANDA NSW 2228",2,1,2,Apartment / Unit / Flat,3-May-24
"$720,000","10 Redbank Drive, 
SCONE NSW 2337",4,2,2,House,3-May-24
"$510,000","32 Hill Street, 
SCONE NSW 2337",2,2,1,Duplex,2-May-24
"$657,000","4/104 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,1-May-24
"$905,000","BA201/18 University Road, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,1-May-24
"$2,200,000","110 Sophia Creek Road, 
SCONE NSW 2337",NA,NA,NA,Rural,1-May-24
"$640,000","9 Doyle Street, 
SCONE NSW 2337",3,1,3,House,1-May-24
"$760,000","2 Kareen Place, 
SCONE NSW 2337",5,2,2,House,29-Apr-24
"$835,000","105/6 Urunga Parade, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,26-Apr-24
"$730,000","20/28-30 Urunga Parade, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,26-Apr-24
"$510,000","61B Waverley Street, 
SCONE NSW 2337",3,2,1,Semi-detached,26-Apr-24
"$570,000","132 Susan Street, 
SCONE NSW 2337",3,1,2,House,26-Apr-24
"$720,000","42/19-21 Central Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,24-Apr-24
"$1,985,000","14 Argo Place, 
MIRANDA NSW 2228",3,2,1,House,24-Apr-24
"$850,000","7 Halstead Close, 
SCONE NSW 2337",5,2,4,House,24-Apr-24
"$465,000","15 Stafford Street, 
SCONE NSW 2337",3,1,1,House,24-Apr-24
"$2,020,000","50 Carramar Crescent, 
MIRANDA NSW 2228",4,4,1,Semi-detached,23-Apr-24
"$680,000","BA503/6-18 University Road, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,20-Apr-24
"$1,310,000","81/8-12 Wandella Road, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,20-Apr-24
"$655,000","58/109 Stewart Avenue, 
HAMMONDVILLE NSW 2170",2,1,1,Villa,18-Apr-24
"$1,780,000","190 President Avenue, 
MIRANDA NSW 2228",5,2,5,House,18-Apr-24
"$838,000","30/2-4 Central Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,18-Apr-24
"$1,330,000","6A Dyinda Place, 
MIRANDA NSW 2228",3,2,2,Semi-detached,18-Apr-24
"$1,450,000","12 Jean Avenue, 
MIRANDA NSW 2228",3,1,1,House,17-Apr-24
"$670,000","32D/5-29 Wandella Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,17-Apr-24
"$720,000","7/20-22 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,16-Apr-24
"$1,500,000","79A Forest Road, 
MIRANDA NSW 2228",3,3,3,House,15-Apr-24
"$1,940,000","11b Frederick Street, 
MIRANDA NSW 2228",5,3,2,Semi-detached,14-Apr-24
"$1,915,000","3 Kiah Place, 
MIRANDA NSW 2228",4,3,4,House,13-Apr-24
"$427,500","Unit 1/7A Nyarra St, 
SCONE NSW 2337",2,1,1,Apartment / Unit / Flat,12-Apr-24
"$850,000","106/510 Kingsway, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,11-Apr-24
"$890,000","207/3 Pinnacle Street, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,10-Apr-24
"$960,000",MIRANDA NSW 2228,2,1,2,Townhouse,10-Apr-24
"$1,400,000","BA601/18 University Road, 
MIRANDA NSW 2228",3,2,2,Apartment / Unit / Flat,10-Apr-24
"$430,000","26 Barton Street, 
SCONE NSW 2337",3,1,2,House,10-Apr-24
"$435,000","67 Oxford Road, 
SCONE NSW 2337",3,2,2,House,9-Apr-24
"$1,100,000","198 Heathcote Road, 
HAMMONDVILLE NSW 2170",3,1,6,House,8-Apr-24
"$705,000","16/7-15 Jackson Avenue, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,5-Apr-24
"$615,000","12 Davies Street, 
SCONE NSW 2337",3,1,4,House,3-Apr-24
"$655,000","10/2-8 Kiora Road Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,2-Apr-24
"$1,130,000","1/6 Animbo Street, 
MIRANDA NSW 2228",2,1,1,Villa,29-Mar-24
"$720,000","2 Carlyle St, 
SCONE NSW 2337",4,2,2,House,29-Mar-24
"$1,600,000","6 Biargar Avenue, 
MIRANDA NSW 2228",4,2,2,House,27-Mar-24
"$742,500","A705/1 Urunga Parade, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,27-Mar-24
"$1,060,000","5/315 Port Hacking Road, 
MIRANDA NSW 2228",2,1,1,Villa,27-Mar-24
"$1,065,000","24 Pritchard Avenue, 
HAMMONDVILLE NSW 2170",3,1,1,House,26-Mar-24
"$1,800,000","18A Ingara Avenue, 
MIRANDA NSW 2228",4,3,2,Semi-detached,25-Mar-24
"$670,000","2/507-511 Kingsway, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,25-Mar-24
"$1,914,000","50A Carramar Crescent, 
MIRANDA NSW 2228",4,3,1,Semi-detached,23-Mar-24
"$480,000","50 Gundy Rd, 
SCONE NSW 2337",3,2,3,House,21-Mar-24
"$400,000","18 Coolibah Street, 
SCONE NSW 2337",3,1,2,House,21-Mar-24
"$326,000","6/34 Eveleigh Court, 
SCONE NSW 2337",3,1,1,Apartment / Unit / Flat,20-Mar-24
"$1,020,000","48/7-15 Jackson Avenue, 
MIRANDA NSW 2228",3,2,2,Apartment / Unit / Flat,19-Mar-24
"$475,000","23 Coolibah Street, 
SCONE NSW 2337",3,2,2,House,19-Mar-24
"$1,675,000","4 Culburra Road, 
MIRANDA NSW 2228",4,2,4,House,15-Mar-24
"$1,525,000","2/4-6 Ventura Avenue, 
MIRANDA NSW 2228",4,3,2,Townhouse,15-Mar-24
"$650,000","111 Waverley Street, 
SCONE NSW 2337",4,2,1,House,15-Mar-24
"$718,000","2/204 Heathcote Road, 
HAMMONDVILLE NSW 2170",3,1,2,Townhouse,13-Mar-24
"$2,050,000","26A Carramar Crescent, 
MIRANDA NSW 2228",5,3,2,House,12-Mar-24
"$950,000","114 Noblet Road, 
SCONE NSW 2337",NA,NA,NA,Rural,12-Mar-24
"$1,750,000","1061 Bunnan Road, 
SCONE NSW 2337",NA,NA,NA,Rural,12-Mar-24
"$675,000","74 Scott Street, 
SCONE NSW 2337",4,2,4,House,11-Mar-24
"$832,000","19/513-517 Kingsway, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,8-Mar-24
"$560,000","19 Towarri Street, 
SCONE NSW 2337",3,1,1,House,8-Mar-24
"$2,000,000","19 Macartney Street, 
MIRANDA NSW 2228",3,1,1,House,7-Mar-24
"$850,000","13 Somerset Place, 
SCONE NSW 2337",4,2,4,House,7-Mar-24
"$460,000","9 Park Street, 
SCONE NSW 2337",4,1,3,House,6-Mar-24
"$310,000","60 Tullong Road, 
SCONE NSW 2337",NA,NA,NA,Acreage / Semi-rural,6-Mar-24
"$960,000","52 Tullong Road, 
SCONE NSW 2337",NA,NA,NA,Acreage / Semi-rural,6-Mar-24
"$1,010,000","5/227 President Avenue, 
MIRANDA NSW 2228",2,2,1,Villa,4-Mar-24
"$765,000","6/10 Mooki Street, 
MIRANDA NSW 2228",2,1,1,Townhouse,4-Mar-24
"$555,000","6/104 Kiora Road, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,2-Mar-24
"$800,000","B202/1 Pinnacle Street, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,1-Mar-24
"$690,000","8/11 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,29-Feb-24
"$770,000","3C/5-29 Wandella Road, 
MIRANDA NSW 2228",3,2,1,Apartment / Unit / Flat,28-Feb-24
"$660,000","307/5 Gurrier Avenue, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,27-Feb-24
"$1,350,000","9/4-10 Kumbardang Avenue, 
MIRANDA NSW 2228",3,2,1,Townhouse,27-Feb-24
"$720,000","21/86-88 Karimbla Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,26-Feb-24
"$1,130,000","5/324-326 Port Hacking Road, 
MIRANDA NSW 2228",3,2,2,Villa,24-Feb-24
"$720,000","2 Carlyle Street, 
SCONE NSW 2337",4,2,2,House,24-Feb-24
"$666,000","5/513 Kingsway, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,23-Feb-24
"$750,000","18/34-38 Kiora Road, 
MIRANDA NSW 2228",2,1,2,Apartment / Unit / Flat,23-Feb-24
"$725,000","4/4-10 Miranda Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,22-Feb-24
"$800,000","16/36 Wandella Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,22-Feb-24
"$640,000","56F/5-29 Wandella Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,21-Feb-24
"$800,000","32 Kookaburra Avenue, 
SCONE NSW 2337",4,2,4,House,20-Feb-24
"$475,000","19 Parker Street, 
SCONE NSW 2337",3,1,2,House,20-Feb-24
"$390,100","17 Koala Street, 
SCONE NSW 2337",3,1,2,House,20-Feb-24
"$850,000","12 Halstead Close, 
SCONE NSW 2337",4,2,6,House,19-Feb-24
"$355,000","4/92 Park Street, 
SCONE NSW 2337",3,2,1,Apartment / Unit / Flat,19-Feb-24
"$1,550,000","4 Cartledge Avenue, 
MIRANDA NSW 2228",3,1,2,House,17-Feb-24
"$470,000","44 Hill Street, 
SCONE NSW 2337",2,1,1,House,17-Feb-24
"$290,000","1/16 Mount Street, 
SCONE NSW 2337",2,1,1,Apartment / Unit / Flat,16-Feb-24
"$275,000","14/6 Main Street, 
SCONE NSW 2337",3,2,1,Apartment / Unit / Flat,14-Feb-24
"$2,810,000","76 Matson Crescent, 
MIRANDA NSW 2228",4,3,2,House,12-Feb-24
"$650,000","375 Middlebrook Road, 
SCONE NSW 2337",NA,NA,NA,Vacant land,12-Feb-24
"$550,000","111 Barton Street, 
SCONE NSW 2337",3,2,2,House,9-Feb-24
"$580,000","25/7-15 Jackson Avenue, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,8-Feb-24
"$1,970,000","23 Frederick Street, 
MIRANDA NSW 2228",3,2,2,House,8-Feb-24
"$1,300,000","23A Tolol Avenue, 
MIRANDA NSW 2228",3,1,1,Semi-detached,8-Feb-24
"$3,500,000","48 Matson Crescent, 
MIRANDA NSW 2228",6,4,2,House,7-Feb-24
"$660,000","18/24-26 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,7-Feb-24
"$1,100,000","248 Nuwarra Road, 
HAMMONDVILLE NSW 2170",4,2,2,House,6-Feb-24
"$1,255,000","6 Sledmere Close, 
SCONE NSW 2337",5,2,6,House,6-Feb-24
"$807,000","74/8-12 Wandella Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,3-Feb-24
"$965,000","10/204 The Boulevarde, 
MIRANDA NSW 2228",2,1,1,Townhouse,2-Feb-24
"$2,145,000","26B Carramar Crescent, 
MIRANDA NSW 2228",5,3,2,House,1-Feb-24
"$1,100,000","608/3 Penprase Lane, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,1-Feb-24
"$1,310,000","501/510 Kingsway, 
MIRANDA NSW 2228",3,2,2,Apartment / Unit / Flat,29-Jan-24
"$1,520,000","33 Meldrum Avenue, 
MIRANDA NSW 2228",3,1,2,House,25-Jan-24
"$435,000","5 Boronia Street, 
SCONE NSW 2337",3,1,2,House,25-Jan-24
"$1,855,000","6 Meadow Place, 
MIRANDA NSW 2228",4,2,3,House,24-Jan-24
"$698,000","20/108-110 Kiora Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,22-Jan-24
"$385,000","85 Liverpool Street, 
SCONE NSW 2337",3,1,NA,House,22-Jan-24
"$1,025,000","3/321 Port Hacking Road, 
MIRANDA NSW 2228",3,2,2,Townhouse,19-Jan-24
"$290,000","4/16 Mount Street, 
SCONE NSW 2337",2,1,1,Apartment / Unit / Flat,19-Jan-24
"$230,000","10 Alabama Street, 
SCONE NSW 2337",NA,NA,NA,Vacant land,17-Jan-24
"$307,000","7/27-33 Eveleigh Court, 
SCONE NSW 2337",2,2,2,Apartment / Unit / Flat,16-Jan-24
"$940,000","406/5 Gurrier Avenue, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,15-Jan-24
"$880,000","250 Nuwarra Road, 
HAMMONDVILLE NSW 2170",3,1,2,House,12-Jan-24
"$1,040,000","15 Keato Avenue, 
HAMMONDVILLE NSW 2170",4,2,2,House,12-Jan-24
"$1,262,000","158 Cressfield Rd, 
SCONE NSW 2337",NA,NA,NA,Acreage / Semi-rural,11-Jan-24
"$750,000","50/8-12 Wandella Road, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,10-Jan-24
"$2,200,000","1B Partridge Avenue, 
MIRANDA NSW 2228",5,3,2,Semi-detached,9-Jan-24
"$705,000","14/28-30 Urunga Parade, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,9-Jan-24
"$1,650,000","4 Fletcher Avenue, 
MIRANDA NSW 2228",3,2,2,House,9-Jan-24
"$520,000","4 Main Street, 
SCONE NSW 2337",4,2,2,House,26-Dec-23
"$735,000","54/113-125 Karimbla Road, 
MIRANDA NSW 2228",3,1,1,Apartment / Unit / Flat,22-Dec-23
"$860,000","1 Tulloch Close, 
SCONE NSW 2337",4,2,4,House,21-Dec-23
"$990,000","15D/218 Box Road, 
MIRANDA NSW 2228",3,1,2,Villa,20-Dec-23
"$760,000","206/5-7 Higherdale Avenue, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,20-Dec-23
"$290,000","3/16 Mount Street, 
SCONE NSW 2337",2,1,1,Apartment / Unit / Flat,20-Dec-23
"$690,000","15A Cook Street, 
SCONE NSW 2337",4,3,3,House,20-Dec-23
"$1,355,000","199B Sylvania Road, 
MIRANDA NSW 2228",3,2,2,Semi-detached,19-Dec-23
"$1,320,000","457A Kingsway, 
MIRANDA NSW 2228",3,3,2,House,17-Dec-23
"$1,530,000","7 Goodacre Avenue, 
MIRANDA NSW 2228",4,2,2,House,15-Dec-23
"$740,000","34 Towarri Street, 
SCONE NSW 2337",4,2,2,House,15-Dec-23
"$840,000","209/1 Higherdale Avenue, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,14-Dec-23
"$920,000","17 Dodd Street, 
SCONE NSW 2337",4,2,4,House,14-Dec-23
"$1,070,000","18 Norman Avenue, 
HAMMONDVILLE NSW 2170",4,1,1,House,13-Dec-23
"$725,000","14/23-29 Willock Avenue, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,13-Dec-23
"$2,907,500","5 Macartney Street, 
MIRANDA NSW 2228",5,4,2,House,9-Dec-23
"$2,265,000","15 Milford Road, 
MIRANDA NSW 2228",5,2,2,House,8-Dec-23
"$889,000","1/261 President Avenue, 
MIRANDA NSW 2228",2,1,1,Villa,8-Dec-23
"$645,000","301/3 Penprase Lane, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,7-Dec-23
"$724,000","17/13-15 Urunga Parade, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,7-Dec-23
"$1,600,000","11 Kirkby Place, 
MIRANDA NSW 2228",3,1,2,House,7-Dec-23
"$1,500,000","19 View Street, 
MIRANDA NSW 2228",4,2,3,House,6-Dec-23
"$705,000","8/2-6 Gurrier Avenue, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,6-Dec-23
"$875,000","1/474 Kingsway, 
MIRANDA NSW 2228",3,1,2,Apartment / Unit / Flat,6-Dec-23
"$1,925,000","22B Frederick Street, 
MIRANDA NSW 2228",4,2,1,Duplex,6-Dec-23
"$1,575,000","640 Rossgole Road, 
SCONE NSW 2337",NA,NA,NA,Rural,6-Dec-23
"$900,000","7/16-22 Willock Avenue, 
MIRANDA NSW 2228",3,2,1,Apartment / Unit / Flat,5-Dec-23
"$5,500,000","38 Matson Crescent, 
MIRANDA NSW 2228",5,3,4,House,5-Dec-23
"$1,700,000","30 Violet Street, 
MIRANDA NSW 2228",6,2,3,House,4-Dec-23
"$1,550,000","2 Manor Hill Road, 
MIRANDA NSW 2228",3,1,2,House,2-Dec-23
"$1,800,000","83B Wyralla Road, 
MIRANDA NSW 2228",4,3,2,Semi-detached,2-Dec-23
"$1,143,000","1/29 Frederick Street, 
MIRANDA NSW 2228",3,1,1,Villa,1-Dec-23
"$1,090,000","12/4-10 Kumbardang Avenue, 
MIRANDA NSW 2228",3,2,2,Townhouse,1-Dec-23
"$1,880,000","9 Frederick Street, 
MIRANDA NSW 2228",3,1,1,House,1-Dec-23
"$1,630,000","1 Taylor Close, 
MIRANDA NSW 2228",3,1,2,House,1-Dec-23
"$1,100,000","55 Allan Cunningham Road, 
SCONE NSW 2337",NA,NA,NA,Rural,1-Dec-23
"$1,570,000","228 President Avenue, 
MIRANDA NSW 2228",4,3,2,House,30-Nov-23
"$2,015,000","37 View Street, 
MIRANDA NSW 2228",4,2,2,House,30-Nov-23
"$701,000","71A St Aubins Street, 
SCONE NSW 2337",4,2,2,House,30-Nov-23
"$1,300,000","16 Bakewell Circuit, 
SCONE NSW 2337",NA,NA,NA,Rural,30-Nov-23
"$720,000","5A Park Street, 
SCONE NSW 2337",4,2,2,House,28-Nov-23
"$490,000","6 Smith Street, 
SCONE NSW 2337",4,1,1,House,28-Nov-23
"$1,650,000","155b Karimbla Road, 
MIRANDA NSW 2228",5,3,2,House,27-Nov-23
"$860,000","7 Sledmere Close, 
SCONE NSW 2337",5,2,2,House,24-Nov-23
"$1,190,000","1/73 Wyralla Road, 
MIRANDA NSW 2228",2,1,1,House,23-Nov-23
"$720,000","8/87 Walder Road, 
HAMMONDVILLE NSW 2170",2,1,1,Townhouse,22-Nov-23
"$1,450,000","42 Woorak Crescent, 
MIRANDA NSW 2228",3,1,NA,House,22-Nov-23
"$412,500","1 Cook Street, 
SCONE NSW 2337",3,1,3,House,21-Nov-23
"$1,210,000","22/276 Port Hacking Road, 
MIRANDA NSW 2228",3,2,1,Villa,20-Nov-23
"$1,442,000","203/5 Gurrier Avenue, 
MIRANDA NSW 2228",3,2,2,Apartment / Unit / Flat,17-Nov-23
"$830,000","605/581-587 Kingsway, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,17-Nov-23
"$1,640,000","34 Crookwell Avenue, 
MIRANDA NSW 2228",3,1,1,House,17-Nov-23
"$830,000","605/581-587 Kingsway, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,17-Nov-23
"$1,400,000","37/25 Kiora Road, 
MIRANDA NSW 2228",4,2,2,Apartment / Unit / Flat,17-Nov-23
"$1,907,000","319 Port Hacking Road, 
MIRANDA NSW 2228",4,2,5,House,16-Nov-23
"$750,000","76/118-128 Karimbla Road, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,16-Nov-23
"$175,000","4 Widden Close, 
SCONE NSW 2337",NA,NA,NA,Vacant land,16-Nov-23
"$810,000",SCONE NSW 2337,4,2,2,House,16-Nov-23
"$1,030,000","14 Bareena Place, 
HAMMONDVILLE NSW 2170",3,2,2,House,15-Nov-23
"$1,700,000","8 Ingara Avenue, 
MIRANDA NSW 2228",4,2,2,House,15-Nov-23
"$858,000","304/21-25 Urunga Parade, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,15-Nov-23
"$380,000","48 Barton Street, 
SCONE NSW 2337",3,1,2,House,13-Nov-23
"$1,750,000","51a Raglan Road, 
MIRANDA NSW 2228",4,3,2,Semi-detached,10-Nov-23
"$1,450,000","254b The Boulevarde, 
MIRANDA NSW 2228",4,3,2,Semi-detached,10-Nov-23
"$675,000","14 Alabama Street, 
SCONE NSW 2337",4,2,2,House,10-Nov-23
"$1,160,000","5/321 Port Hacking Road, 
MIRANDA NSW 2228",3,2,2,Townhouse,9-Nov-23
"$840,000","309/1 Higherdale Avenue, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,9-Nov-23
"$403,000","13 Eveleigh Court, 
SCONE NSW 2337",3,1,1,House,9-Nov-23
"$357,000","126 Tullong Road, 
SCONE NSW 2337",NA,NA,NA,Vacant land,9-Nov-23
"$210,000","39 Bhima Drive, 
SCONE NSW 2337",NA,NA,NA,Vacant land,9-Nov-23
"$1,550,000","25 Queanbeyan Avenue, 
MIRANDA NSW 2228",3,2,1,House,7-Nov-23
"$620,000","401/510 Kingsway, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,7-Nov-23
"$1,200,000","235 Port Hacking Road, 
MIRANDA NSW 2228",3,1,1,House,4-Nov-23
"$620,000","51/99-111 Karimbla Road, 
MIRANDA NSW 2228",3,1,1,Apartment / Unit / Flat,3-Nov-23
"$1,865,000","3 Matson Crescent, 
MIRANDA NSW 2228",5,2,2,House,3-Nov-23
"$960,000","31 Allan Cunningham Road, 
SCONE NSW 2337",4,2,3,House,3-Nov-23
"$380,000","20 Bingle Street, 
SCONE NSW 2337",3,1,2,House,3-Nov-23
"$335,000","18 Philip St, 
SCONE NSW 2337",3,1,NA,House,3-Nov-23
"$1,650,000","5A Partridge Avenue, 
MIRANDA NSW 2228",4,2,1,Semi-detached,2-Nov-23
"$715,000","10/27 Miranda Road, 
MIRANDA NSW 2228",1,1,1,Townhouse,1-Nov-23
"$820,000","G01/1 Pinnacle Street, 
MIRANDA NSW 2228",2,2,1,Apartment / Unit / Flat,30-Oct-23
"$700,000","12/16-20 Urunga Parade, 
MIRANDA NSW 2228",2,1,1,Apartment / Unit / Flat,30-Oct-23
"$1,905,000","9 Shirley Road, 
MIRANDA NSW 2228",4,2,2,House,30-Oct-23
"$482,000","1 Towarri Street, 
SCONE NSW 2337",3,1,1,House,30-Oct-23
"$1,050,000","1/1 Clubb Crescent, 
MIRANDA NSW 2228",3,2,2,Townhouse,28-Oct-23
"$1,707,500","1 Aster Avenue, 
MIRANDA NSW 2228",4,2,4,House,28-Oct-23
"$1,167,000","40 Norman Avenue, 
HAMMONDVILLE NSW 2170",4,2,3,House,27-Oct-23
"$1,150,000","3/23-25 Wingello Road, 
MIRANDA NSW 2228",3,2,2,Townhouse,27-Oct-23
"$1,570,000","267 President Avenue, 
MIRANDA NSW 2228",3,2,1,House,27-Oct-23
"$2,355,000","10 Animbo Street, 
MIRANDA NSW 2228",5,3,5,House,27-Oct-23
"$2,000,000","58 Garnet Road, 
MIRANDA NSW 2228",5,2,3,House,26-Oct-23
"$795,000","7/474-482 Kingsway, 
MIRANDA NSW 2228",3,1,2,Apartment / Unit / Flat,24-Oct-23
"$647,500","111/6 Urunga Parade, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,23-Oct-23
"$835,000","3E/216 Box Road, 
MIRANDA NSW 2228",2,1,1,Villa,20-Oct-23
"$755,000","18/7-15 Jackson Avenue, 
MIRANDA NSW 2228",2,2,2,Apartment / Unit / Flat,20-Oct-23
"$620,000","302/510 Kingsway, 
MIRANDA NSW 2228",1,1,1,Apartment / Unit / Flat,20-Oct-23
"$660,000","1 & 2/61 Satur Road, 
SCONE NSW 2337",6,2,2,Townhouse,20-Oct-23
"$450,000","32 Hill Street, 
SCONE NSW 2337",2,2,1,Townhouse,20-Oct-23
"$240,000","104 St Aubins St, 
SCONE NSW 2337",3,2,1,House,20-Oct-23
"$645,000","98 Barton St, 
SCONE NSW 2337",4,2,2,House,19-Oct-23
"$1,310,000","15 Goodacre Avenue, 
MIRANDA NSW 2228",4,1,2,House,18-Oct-23
"$775,000","27 Gray Street, 
SCONE NSW 2337",4,2,2,House,18-Oct-23
"$565,000","13 Cook Street, 
SCONE NSW 2337",4,2,1,House,16-Oct-23
"$1,980,000","22A Frederick Street, 
MIRANDA NSW 2228",4,3,1,Semi-detached,13-Oct-23
